Lead_ID,Date_Assigned,Sales_Rep,Lead_Source,Status,Projected_Revenue,Days_To_Follow_Up,First_Follow_Up_Date,Data_Quality_Flag
Ld-4208,2025-09-16 15:27:25.805348,Emma W.,Website,Closed Lost,42822,4,2025-09-20 15:27:25.805348,Accurate
Ld-4310,2025-09-16 15:27:25.805348,Alex H.,Webinar,Closed Won,29323,7,2025-09-23 15:27:25.805348,Missing/Inaccurate
Ld-5161,2025-09-17 15:27:25.805348,Alex H.,Cold Call,In Progress,36802,3,2025-09-20 15:27:25.805348,Accurate
Ld-1218,2025-09-17 15:27:25.805348,Alex H.,Trade Show,In Progress,47107,3,2025-09-20 15:27:25.805348,Missing/Inaccurate
Ld-1536,2025-09-17 15:27:25.805348,James T.,Referral,Closed Lost,28190,3,2025-09-20 15:27:25.805348,Accurate
Ld-2274,2025-09-17 15:27:25.805348,Emma W.,Referral,Closed Won,13996,3,2025-09-20 15:27:25.805348,Accurate
Ld-4139,2025-09-17 15:27:25.805348,James T.,Trade Show,Closed Lost,22543,4,2025-09-21 15:27:25.805348,Missing/Inaccurate
Ld-2500,2025-09-17 15:27:25.805348,David L.,Webinar,Closed Lost,12214,3,2025-09-20 15:27:25.805348,Accurate
Ld-2588,2025-09-17 15:27:25.805348,James T.,Cold Call,In Progress,31123,8,2025-09-25 15:27:25.805348,Missing/Inaccurate
Ld-4767,2025-09-17 15:27:25.805348,James T.,Website,In Progress,13682,2,2025-09-19 15:27:25.805348,Accurate
Ld-4179,2025-09-17 15:27:25.805348,James T.,Website,Closed Won,20812,5,2025-09-22 15:27:25.805348,Missing/Inaccurate
Ld-1906,2025-09-17 15:27:25.805348,James T.,Trade Show,Closed Won,15554,3,2025-09-20 15:27:25.805348,Accurate
Ld-4540,2025-09-17 15:27:25.805348,Sarah M.,Cold Call,New,15576,3,2025-09-20 15:27:25.805348,Accurate
Ld-4410,2025-09-17 15:27:25.805348,Emma W.,Referral,In Progress,34535,2,2025-09-19 15:27:25.805348,Missing/Inaccurate
Ld-5416,2025-09-17 15:27:25.805348,Alex H.,Website,In Progress,40240,3,2025-09-20 15:27:25.805348,Missing/Inaccurate
Ld-4103,2025-09-17 15:27:25.805348,Sarah M.,Referral,New,16093,6,2025-09-23 15:27:25.805348,Missing/Inaccurate
Ld-2903,2025-09-17 15:27:25.805348,Alex H.,Website,Closed Lost,40946,2,2025-09-19 15:27:25.805348,Missing/Inaccurate
Ld-2619,2025-09-17 15:27:25.805348,Alex H.,Referral,Closed Won,12491,2,2025-09-19 15:27:25.805348,Accurate
Ld-4877,2025-09-18 15:27:25.805348,Sarah M.,Cold Call,Closed Lost,48463,5,2025-09-23 15:27:25.805348,Missing/Inaccurate
Ld-2333,2025-09-18 15:27:25.805348,Emma W.,Cold Call,In Progress,45385,2,2025-09-20 15:27:25.805348,Accurate
Ld-4525,2025-09-18 15:27:25.805348,Alex H.,Webinar,Closed Lost,22622,2,2025-09-20 15:27:25.805348,Missing/Inaccurate
Ld-1612,2025-09-18 15:27:25.805348,David L.,Webinar,Closed Won,42080,2,2025-09-20 15:27:25.805348,Accurate
Ld-3744,2025-09-18 15:27:25.805348,Alex H.,Trade Show,Closed Won,37262,7,2025-09-25 15:27:25.805348,Missing/Inaccurate
Ld-2512,2025-09-18 15:27:25.805348,David L.,Trade Show,Closed Lost,33831,4,2025-09-22 15:27:25.805348,Accurate
Ld-3812,2025-09-18 15:27:25.805348,David L.,Website,New,42823,3,2025-09-21 15:27:25.805348,Accurate
Ld-4830,2025-09-18 15:27:25.805348,James T.,Webinar,Closed Won,26642,3,2025-09-21 15:27:25.805348,Missing/Inaccurate
Ld-1715,2025-09-18 15:27:25.805348,Emma W.,Webinar,In Progress,25309,5,2025-09-23 15:27:25.805348,Missing/Inaccurate
Ld-2491,2025-09-18 15:27:25.805348,Sarah M.,Cold Call,New,39157,3,2025-09-21 15:27:25.805348,Accurate
Ld-5978,2025-09-18 15:27:25.805348,Sarah M.,Referral,Closed Lost,12243,4,2025-09-22 15:27:25.805348,Missing/Inaccurate
Ld-5499,2025-09-18 15:27:25.805348,James T.,Webinar,In Progress,5192,5,2025-09-23 15:27:25.805348,Accurate
Ld-1055,2025-09-18 15:27:25.805348,Alex H.,Referral,In Progress,40920,3,2025-09-21 15:27:25.805348,Missing/Inaccurate
Ld-5765,2025-09-18 15:27:25.805348,James T.,Cold Call,Closed Lost,30515,6,2025-09-24 15:27:25.805348,Missing/Inaccurate
Ld-4321,2025-09-19 15:27:25.805348,David L.,Website,In Progress,23556,6,2025-09-25 15:27:25.805348,Accurate
Ld-2930,2025-09-19 15:27:25.805348,James T.,Website,In Progress,33404,5,2025-09-24 15:27:25.805348,Accurate
Ld-3433,2025-09-19 15:27:25.805348,Alex H.,Cold Call,Closed Lost,36186,3,2025-09-22 15:27:25.805348,Missing/Inaccurate
Ld-4799,2025-09-19 15:27:25.805348,Alex H.,Cold Call,Closed Lost,6932,4,2025-09-23 15:27:25.805348,Accurate
Ld-1093,2025-09-19 15:27:25.805348,Alex H.,Website,New,45774,6,2025-09-25 15:27:25.805348,Missing/Inaccurate
Ld-1131,2025-09-19 15:27:25.805348,David L.,Website,In Progress,27361,5,2025-09-24 15:27:25.805348,Missing/Inaccurate
Ld-5103,2025-09-19 15:27:25.805348,Emma W.,Website,New,31400,5,2025-09-24 15:27:25.805348,Missing/Inaccurate
Ld-3109,2025-09-19 15:27:25.805348,James T.,Cold Call,Closed Lost,39566,4,2025-09-23 15:27:25.805348,Accurate
Ld-4425,2025-09-19 15:27:25.805348,James T.,Website,New,41304,4,2025-09-23 15:27:25.805348,Missing/Inaccurate
Ld-5371,2025-09-19 15:27:25.805348,Emma W.,Website,New,18261,4,2025-09-23 15:27:25.805348,Accurate
Ld-3566,2025-09-20 15:27:25.805348,James T.,Referral,Closed Won,7520,3,2025-09-23 15:27:25.805348,Accurate
Ld-1097,2025-09-20 15:27:25.805348,David L.,Referral,Closed Lost,10258,5,2025-09-25 15:27:25.805348,Missing/Inaccurate
Ld-5488,2025-09-20 15:27:25.805348,James T.,Website,In Progress,9927,5,2025-09-25 15:27:25.805348,Missing/Inaccurate
Ld-5164,2025-09-20 15:27:25.805348,Sarah M.,Cold Call,New,21402,3,2025-09-23 15:27:25.805348,Missing/Inaccurate
Ld-3526,2025-09-20 15:27:25.805348,Sarah M.,Webinar,Closed Won,33927,4,2025-09-24 15:27:25.805348,Missing/Inaccurate
Ld-4517,2025-09-20 15:27:25.805348,Sarah M.,Cold Call,In Progress,45591,5,2025-09-25 15:27:25.805348,Accurate
Ld-1549,2025-09-20 15:27:25.805348,David L.,Trade Show,In Progress,5728,2,2025-09-22 15:27:25.805348,Missing/Inaccurate
Ld-3706,2025-09-20 15:27:25.805348,Emma W.,Trade Show,Closed Lost,12531,4,2025-09-24 15:27:25.805348,Accurate
Ld-5361,2025-09-20 15:27:25.805348,Alex H.,Referral,Closed Won,46094,4,2025-09-24 15:27:25.805348,Accurate
Ld-5320,2025-09-20 15:27:25.805348,Emma W.,Referral,New,38458,4,2025-09-24 15:27:25.805348,Missing/Inaccurate
Ld-1276,2025-09-20 15:27:25.805348,Sarah M.,Website,In Progress,7961,4,2025-09-24 15:27:25.805348,Accurate
Ld-2284,2025-09-21 15:27:25.805348,Sarah M.,Cold Call,New,17875,2,2025-09-23 15:27:25.805348,Accurate
Ld-5944,2025-09-21 15:27:25.805348,Emma W.,Referral,In Progress,32500,4,2025-09-25 15:27:25.805348,Accurate
Ld-1404,2025-09-21 15:27:25.805348,Alex H.,Cold Call,New,42233,4,2025-09-25 15:27:25.805348,Accurate
Ld-1312,2025-09-21 15:27:25.805348,James T.,Cold Call,New,14007,6,2025-09-27 15:27:25.805348,Accurate
Ld-1185,2025-09-21 15:27:25.805348,David L.,Webinar,In Progress,28938,5,2025-09-26 15:27:25.805348,Accurate
Ld-4625,2025-09-21 15:27:25.805348,David L.,Trade Show,New,44890,4,2025-09-25 15:27:25.805348,Accurate
Ld-3969,2025-09-21 15:27:25.805348,Sarah M.,Website,Closed Lost,6958,5,2025-09-26 15:27:25.805348,Accurate
Ld-1027,2025-09-21 15:27:25.805348,Sarah M.,Cold Call,New,7747,3,2025-09-24 15:27:25.805348,Missing/Inaccurate
Ld-4820,2025-09-21 15:27:25.805348,Alex H.,Cold Call,Closed Won,33328,5,2025-09-26 15:27:25.805348,Accurate
Ld-1568,2025-09-21 15:27:25.805348,Alex H.,Trade Show,In Progress,26972,3,2025-09-24 15:27:25.805348,Accurate
Ld-1221,2025-09-21 15:27:25.805348,David L.,Webinar,Closed Lost,20708,6,2025-09-27 15:27:25.805348,Accurate
Ld-1925,2025-09-21 15:27:25.805348,James T.,Webinar,In Progress,15787,2,2025-09-23 15:27:25.805348,Missing/Inaccurate
Ld-1905,2025-09-21 15:27:25.805348,James T.,Cold Call,New,15167,4,2025-09-25 15:27:25.805348,Missing/Inaccurate
Ld-1360,2025-09-22 15:27:25.805348,Emma W.,Referral,New,34592,2,2025-09-24 15:27:25.805348,Missing/Inaccurate
Ld-4393,2025-09-22 15:27:25.805348,David L.,Cold Call,New,24595,3,2025-09-25 15:27:25.805348,Accurate
Ld-3911,2025-09-22 15:27:25.805348,Sarah M.,Trade Show,Closed Lost,41632,3,2025-09-25 15:27:25.805348,Missing/Inaccurate
Ld-3783,2025-09-22 15:27:25.805348,Emma W.,Trade Show,New,12521,6,2025-09-28 15:27:25.805348,Missing/Inaccurate
Ld-3776,2025-09-22 15:27:25.805348,Sarah M.,Referral,In Progress,20352,3,2025-09-25 15:27:25.805348,Accurate
Ld-5648,2025-09-22 15:27:25.805348,Alex H.,Webinar,In Progress,32526,2,2025-09-24 15:27:25.805348,Accurate
Ld-5814,2025-09-22 15:27:25.805348,Emma W.,Website,New,26119,5,2025-09-27 15:27:25.805348,Accurate
Ld-3510,2025-09-22 15:27:25.805348,Sarah M.,Trade Show,Closed Lost,17258,6,2025-09-28 15:27:25.805348,Accurate
Ld-5282,2025-09-22 15:27:25.805348,Emma W.,Website,Closed Won,15278,5,2025-09-27 15:27:25.805348,Accurate
Ld-2653,2025-09-22 15:27:25.805348,Alex H.,Webinar,In Progress,21422,2,2025-09-24 15:27:25.805348,Accurate
Ld-5898,2025-09-22 15:27:25.805348,Alex H.,Cold Call,New,28906,6,2025-09-28 15:27:25.805348,Accurate
Ld-5271,2025-09-22 15:27:25.805348,David L.,Webinar,In Progress,7962,5,2025-09-27 15:27:25.805348,Accurate
Ld-2824,2025-09-22 15:27:25.805348,Alex H.,Cold Call,In Progress,39839,4,2025-09-26 15:27:25.805348,Accurate
Ld-4180,2025-09-22 15:27:25.805348,Sarah M.,Trade Show,Closed Won,42383,3,2025-09-25 15:27:25.805348,Missing/Inaccurate
Ld-4114,2025-09-22 15:27:25.805348,David L.,Website,In Progress,33369,7,2025-09-29 15:27:25.805348,Accurate
Ld-5385,2025-09-22 15:27:25.805348,Emma W.,Cold Call,Closed Won,20954,7,2025-09-29 15:27:25.805348,Missing/Inaccurate
Ld-2041,2025-09-22 15:27:25.805348,Alex H.,Website,Closed Lost,10788,4,2025-09-26 15:27:25.805348,Missing/Inaccurate
Ld-3380,2025-09-23 15:27:25.805348,David L.,Cold Call,Closed Won,10542,6,2025-09-29 15:27:25.805348,Accurate
Ld-1187,2025-09-23 15:27:25.805348,Sarah M.,Referral,New,6636,4,2025-09-27 15:27:25.805348,Missing/Inaccurate
Ld-1916,2025-09-23 15:27:25.805348,David L.,Trade Show,Closed Won,16613,5,2025-09-28 15:27:25.805348,Missing/Inaccurate
Ld-3054,2025-09-23 15:27:25.805348,Alex H.,Trade Show,In Progress,37779,1,2025-09-24 15:27:25.805348,Accurate
Ld-3100,2025-09-23 15:27:25.805348,David L.,Website,New,8654,6,2025-09-29 15:27:25.805348,Missing/Inaccurate
Ld-3066,2025-09-23 15:27:25.805348,David L.,Webinar,Closed Won,18178,2,2025-09-25 15:27:25.805348,Missing/Inaccurate
Ld-1787,2025-09-23 15:27:25.805348,Emma W.,Website,In Progress,9854,5,2025-09-28 15:27:25.805348,Accurate
Ld-4980,2025-09-23 15:27:25.805348,Sarah M.,Webinar,Closed Won,42044,5,2025-09-28 15:27:25.805348,Missing/Inaccurate
Ld-4419,2025-09-23 15:27:25.805348,Emma W.,Referral,Closed Won,7454,5,2025-09-28 15:27:25.805348,Accurate
Ld-2280,2025-09-23 15:27:25.805348,Alex H.,Website,Closed Won,31657,6,2025-09-29 15:27:25.805348,Accurate
Ld-3541,2025-09-23 15:27:25.805348,Alex H.,Trade Show,Closed Won,32044,5,2025-09-28 15:27:25.805348,Accurate
Ld-3052,2025-09-23 15:27:25.805348,David L.,Cold Call,Closed Won,6177,5,2025-09-28 15:27:25.805348,Accurate
Ld-5498,2025-09-23 15:27:25.805348,David L.,Referral,Closed Won,30396,8,2025-10-01 15:27:25.805348,Accurate
Ld-3447,2025-09-23 15:27:25.805348,Alex H.,Webinar,New,23052,3,2025-09-26 15:27:25.805348,Accurate
Ld-2171,2025-09-24 15:27:25.805348,James T.,Trade Show,Closed Lost,38719,5,2025-09-29 15:27:25.805348,Accurate
Ld-4630,2025-09-24 15:27:25.805348,Emma W.,Webinar,New,20206,5,2025-09-29 15:27:25.805348,Accurate
Ld-2843,2025-09-24 15:27:25.805348,Emma W.,Cold Call,In Progress,16171,2,2025-09-26 15:27:25.805348,Accurate
Ld-4982,2025-09-24 15:27:25.805348,Alex H.,Webinar,Closed Won,37252,4,2025-09-28 15:27:25.805348,Accurate
Ld-3894,2025-09-24 15:27:25.805348,James T.,Cold Call,In Progress,49918,4,2025-09-28 15:27:25.805348,Missing/Inaccurate
Ld-5414,2025-09-24 15:27:25.805348,Emma W.,Referral,In Progress,23978,4,2025-09-28 15:27:25.805348,Accurate
Ld-4019,2025-09-24 15:27:25.805348,David L.,Trade Show,Closed Lost,24330,3,2025-09-27 15:27:25.805348,Accurate
Ld-3079,2025-09-24 15:27:25.805348,David L.,Referral,Closed Won,42650,4,2025-09-28 15:27:25.805348,Accurate
Ld-5857,2025-09-24 15:27:25.805348,Sarah M.,Trade Show,Closed Won,24539,3,2025-09-27 15:27:25.805348,Accurate
Ld-1073,2025-09-24 15:27:25.805348,Alex H.,Website,Closed Won,37606,3,2025-09-27 15:27:25.805348,Accurate
Ld-5529,2025-09-24 15:27:25.805348,James T.,Webinar,In Progress,9234,5,2025-09-29 15:27:25.805348,Accurate
Ld-5128,2025-09-24 15:27:25.805348,David L.,Webinar,In Progress,8731,3,2025-09-27 15:27:25.805348,Missing/Inaccurate
Ld-4745,2025-09-24 15:27:25.805348,James T.,Trade Show,Closed Lost,26607,3,2025-09-27 15:27:25.805348,Accurate
Ld-3982,2025-09-24 15:27:25.805348,David L.,Webinar,In Progress,11370,3,2025-09-27 15:27:25.805348,Accurate
Ld-5099,2025-09-24 15:27:25.805348,Emma W.,Cold Call,New,41258,4,2025-09-28 15:27:25.805348,Accurate
Ld-5302,2025-09-24 15:27:25.805348,Alex H.,Website,In Progress,31249,3,2025-09-27 15:27:25.805348,Missing/Inaccurate
Ld-3346,2025-09-25 15:27:25.805348,Emma W.,Trade Show,New,48108,5,2025-09-30 15:27:25.805348,Accurate
Ld-1249,2025-09-25 15:27:25.805348,Emma W.,Trade Show,New,30199,1,2025-09-26 15:27:25.805348,Missing/Inaccurate
Ld-2568,2025-09-25 15:27:25.805348,James T.,Webinar,New,38130,4,2025-09-29 15:27:25.805348,Accurate
Ld-2227,2025-09-25 15:27:25.805348,Emma W.,Website,In Progress,22327,3,2025-09-28 15:27:25.805348,Accurate
Ld-5779,2025-09-25 15:27:25.805348,Alex H.,Website,Closed Won,23062,3,2025-09-28 15:27:25.805348,Accurate
Ld-4308,2025-09-25 15:27:25.805348,Emma W.,Cold Call,Closed Lost,33226,4,2025-09-29 15:27:25.805348,Accurate
Ld-3722,2025-09-25 15:27:25.805348,Sarah M.,Cold Call,Closed Won,39742,3,2025-09-28 15:27:25.805348,Accurate
Ld-4777,2025-09-25 15:27:25.805348,Sarah M.,Website,New,19824,3,2025-09-28 15:27:25.805348,Accurate
Ld-4017,2025-09-25 15:27:25.805348,Emma W.,Trade Show,In Progress,9088,3,2025-09-28 15:27:25.805348,Accurate
Ld-3883,2025-09-25 15:27:25.805348,Alex H.,Cold Call,Closed Lost,28551,5,2025-09-30 15:27:25.805348,Accurate
Ld-2869,2025-09-25 15:27:25.805348,James T.,Website,Closed Lost,9599,3,2025-09-28 15:27:25.805348,Accurate
Ld-1963,2025-09-25 15:27:25.805348,Alex H.,Website,New,7219,4,2025-09-29 15:27:25.805348,Accurate
Ld-3729,2025-09-25 15:27:25.805348,Alex H.,Website,Closed Lost,14833,1,2025-09-26 15:27:25.805348,Accurate
Ld-3382,2025-09-25 15:27:25.805348,David L.,Trade Show,Closed Lost,35784,3,2025-09-28 15:27:25.805348,Accurate
Ld-4936,2025-09-25 15:27:25.805348,David L.,Referral,In Progress,38467,5,2025-09-30 15:27:25.805348,Accurate
Ld-4374,2025-09-25 15:27:25.805348,David L.,Cold Call,New,14429,2,2025-09-27 15:27:25.805348,Accurate
Ld-2615,2025-09-25 15:27:25.805348,Alex H.,Cold Call,Closed Lost,21661,3,2025-09-28 15:27:25.805348,Accurate
Ld-3361,2025-09-25 15:27:25.805348,Emma W.,Referral,In Progress,36238,3,2025-09-28 15:27:25.805348,Missing/Inaccurate
Ld-1772,2025-09-26 15:27:25.805348,Sarah M.,Webinar,In Progress,20781,5,2025-10-01 15:27:25.805348,Accurate
Ld-1411,2025-09-26 15:27:25.805348,David L.,Trade Show,New,19098,3,2025-09-29 15:27:25.805348,Accurate
Ld-3095,2025-09-26 15:27:25.805348,Alex H.,Website,New,25829,3,2025-09-29 15:27:25.805348,Accurate
Ld-2771,2025-09-26 15:27:25.805348,James T.,Cold Call,New,30683,2,2025-09-28 15:27:25.805348,Accurate
Ld-5735,2025-09-26 15:27:25.805348,Emma W.,Webinar,Closed Won,15922,6,2025-10-02 15:27:25.805348,Accurate
Ld-4684,2025-09-26 15:27:25.805348,David L.,Webinar,Closed Won,42261,4,2025-09-30 15:27:25.805348,Accurate
Ld-5314,2025-09-26 15:27:25.805348,James T.,Webinar,Closed Lost,36552,4,2025-09-30 15:27:25.805348,Accurate
Ld-1014,2025-09-26 15:27:25.805348,James T.,Trade Show,Closed Lost,7433,3,2025-09-29 15:27:25.805348,Accurate
Ld-2330,2025-09-26 15:27:25.805348,Alex H.,Referral,In Progress,43890,3,2025-09-29 15:27:25.805348,Accurate
Ld-1201,2025-09-26 15:27:25.805348,James T.,Trade Show,Closed Lost,9931,3,2025-09-29 15:27:25.805348,Accurate
Ld-3183,2025-09-26 15:27:25.805348,Sarah M.,Trade Show,Closed Won,36367,5,2025-10-01 15:27:25.805348,Missing/Inaccurate
Ld-3664,2025-09-27 15:27:25.805348,Emma W.,Webinar,Closed Lost,23394,5,2025-10-02 15:27:25.805348,Accurate
Ld-1477,2025-09-27 15:27:25.805348,Alex H.,Referral,New,5851,4,2025-10-01 15:27:25.805348,Accurate
Ld-1277,2025-09-27 15:27:25.805348,Emma W.,Trade Show,Closed Won,26357,3,2025-09-30 15:27:25.805348,Accurate
Ld-2739,2025-09-27 15:27:25.805348,Emma W.,Referral,Closed Lost,13783,2,2025-09-29 15:27:25.805348,Accurate
Ld-4686,2025-09-27 15:27:25.805348,Sarah M.,Website,Closed Won,22058,3,2025-09-30 15:27:25.805348,Missing/Inaccurate
Ld-5081,2025-09-27 15:27:25.805348,Sarah M.,Website,Closed Lost,30675,4,2025-10-01 15:27:25.805348,Accurate
Ld-3088,2025-09-27 15:27:25.805348,David L.,Trade Show,In Progress,36010,4,2025-10-01 15:27:25.805348,Accurate
Ld-1393,2025-09-27 15:27:25.805348,Alex H.,Trade Show,Closed Won,26606,4,2025-10-01 15:27:25.805348,Accurate
Ld-1784,2025-09-27 15:27:25.805348,Emma W.,Referral,Closed Won,36703,3,2025-09-30 15:27:25.805348,Accurate
Ld-1938,2025-09-27 15:27:25.805348,Emma W.,Website,Closed Won,5846,4,2025-10-01 15:27:25.805348,Accurate
Ld-4368,2025-09-28 15:27:25.805348,James T.,Webinar,Closed Won,31762,5,2025-10-03 15:27:25.805348,Accurate
Ld-1197,2025-09-28 15:27:25.805348,Emma W.,Trade Show,Closed Won,26556,4,2025-10-02 15:27:25.805348,Accurate
Ld-4497,2025-09-28 15:27:25.805348,James T.,Webinar,New,6381,4,2025-10-02 15:27:25.805348,Missing/Inaccurate
Ld-5362,2025-09-28 15:27:25.805348,Emma W.,Cold Call,In Progress,41412,2,2025-09-30 15:27:25.805348,Accurate
Ld-3014,2025-09-28 15:27:25.805348,Sarah M.,Trade Show,Closed Won,30426,3,2025-10-01 15:27:25.805348,Accurate
Ld-4048,2025-09-28 15:27:25.805348,Alex H.,Webinar,New,21232,3,2025-10-01 15:27:25.805348,Accurate
Ld-1659,2025-09-28 15:27:25.805348,David L.,Website,Closed Lost,35354,4,2025-10-02 15:27:25.805348,Missing/Inaccurate
Ld-3116,2025-09-28 15:27:25.805348,Sarah M.,Cold Call,New,27668,2,2025-09-30 15:27:25.805348,Accurate
Ld-2845,2025-09-28 15:27:25.805348,David L.,Website,Closed Lost,34426,3,2025-10-01 15:27:25.805348,Accurate
Ld-1017,2025-09-28 15:27:25.805348,Sarah M.,Website,In Progress,44188,4,2025-10-02 15:27:25.805348,Accurate
Ld-1269,2025-09-28 15:27:25.805348,David L.,Referral,Closed Lost,37711,4,2025-10-02 15:27:25.805348,Accurate
Ld-4605,2025-09-28 15:27:25.805348,Sarah M.,Cold Call,New,44129,5,2025-10-03 15:27:25.805348,Accurate
Ld-2954,2025-09-28 15:27:25.805348,Emma W.,Cold Call,In Progress,37556,2,2025-09-30 15:27:25.805348,Accurate
Ld-3992,2025-09-28 15:27:25.805348,Alex H.,Website,Closed Won,15449,2,2025-09-30 15:27:25.805348,Accurate
Ld-4941,2025-09-28 15:27:25.805348,Sarah M.,Webinar,New,12812,2,2025-09-30 15:27:25.805348,Accurate
Ld-1383,2025-09-29 15:27:25.805348,James T.,Trade Show,Closed Lost,36024,5,2025-10-04 15:27:25.805348,Accurate
Ld-1210,2025-09-29 15:27:25.805348,James T.,Referral,In Progress,5197,2,2025-10-01 15:27:25.805348,Accurate
Ld-5030,2025-09-29 15:27:25.805348,James T.,Webinar,In Progress,36486,3,2025-10-02 15:27:25.805348,Accurate
Ld-3370,2025-09-29 15:27:25.805348,Emma W.,Website,Closed Won,8716,5,2025-10-04 15:27:25.805348,Accurate
Ld-3222,2025-09-29 15:27:25.805348,Emma W.,Website,New,44891,3,2025-10-02 15:27:25.805348,Accurate
Ld-2886,2025-09-29 15:27:25.805348,James T.,Website,Closed Won,38397,3,2025-10-02 15:27:25.805348,Accurate
Ld-2005,2025-09-29 15:27:25.805348,Emma W.,Referral,Closed Won,25611,3,2025-10-02 15:27:25.805348,Accurate
Ld-2952,2025-09-29 15:27:25.805348,David L.,Trade Show,Closed Won,27911,4,2025-10-03 15:27:25.805348,Accurate
Ld-4375,2025-09-29 15:27:25.805348,David L.,Referral,In Progress,49695,2,2025-10-01 15:27:25.805348,Accurate
Ld-3266,2025-09-29 15:27:25.805348,Alex H.,Cold Call,In Progress,17329,3,2025-10-02 15:27:25.805348,Accurate
Ld-2382,2025-09-29 15:27:25.805348,David L.,Webinar,Closed Lost,27297,2,2025-10-01 15:27:25.805348,Accurate
Ld-2894,2025-09-29 15:27:25.805348,Alex H.,Cold Call,In Progress,43663,4,2025-10-03 15:27:25.805348,Accurate
Ld-3151,2025-09-29 15:27:25.805348,Emma W.,Trade Show,New,21014,4,2025-10-03 15:27:25.805348,Missing/Inaccurate
Ld-3207,2025-09-29 15:27:25.805348,James T.,Cold Call,Closed Lost,49843,5,2025-10-04 15:27:25.805348,Accurate
Ld-1066,2025-09-29 15:27:25.805348,David L.,Trade Show,Closed Lost,14692,5,2025-10-04 15:27:25.805348,Accurate
Ld-1705,2025-09-29 15:27:25.805348,James T.,Website,New,24255,2,2025-10-01 15:27:25.805348,Accurate
Ld-4178,2025-09-30 15:27:25.805348,David L.,Cold Call,Closed Won,8321,4,2025-10-04 15:27:25.805348,Accurate
Ld-4902,2025-09-30 15:27:25.805348,Emma W.,Referral,Closed Won,40219,2,2025-10-02 15:27:25.805348,Accurate
Ld-2263,2025-09-30 15:27:25.805348,Sarah M.,Trade Show,In Progress,32856,4,2025-10-04 15:27:25.805348,Accurate
Ld-4519,2025-09-30 15:27:25.805348,Alex H.,Website,In Progress,45123,4,2025-10-04 15:27:25.805348,Accurate
Ld-1274,2025-09-30 15:27:25.805348,Alex H.,Webinar,New,21482,3,2025-10-03 15:27:25.805348,Missing/Inaccurate
Ld-5473,2025-09-30 15:27:25.805348,Alex H.,Trade Show,In Progress,13640,2,2025-10-02 15:27:25.805348,Accurate
Ld-2984,2025-09-30 15:27:25.805348,Sarah M.,Trade Show,In Progress,18598,1,2025-10-01 15:27:25.805348,Accurate
Ld-2842,2025-09-30 15:27:25.805348,James T.,Cold Call,New,31017,4,2025-10-04 15:27:25.805348,Accurate
Ld-1414,2025-09-30 15:27:25.805348,James T.,Webinar,Closed Lost,30945,3,2025-10-03 15:27:25.805348,Accurate
Ld-1843,2025-09-30 15:27:25.805348,Sarah M.,Trade Show,In Progress,15478,5,2025-10-05 15:27:25.805348,Accurate
Ld-4572,2025-09-30 15:27:25.805348,David L.,Webinar,In Progress,29142,4,2025-10-04 15:27:25.805348,Accurate
Ld-3089,2025-09-30 15:27:25.805348,Sarah M.,Website,Closed Won,47641,2,2025-10-02 15:27:25.805348,Accurate
Ld-3264,2025-09-30 15:27:25.805348,Alex H.,Webinar,New,36982,3,2025-10-03 15:27:25.805348,Accurate
Ld-2238,2025-10-01 15:27:25.805348,James T.,Referral,New,47880,3,2025-10-04 15:27:25.805348,Accurate
Ld-2218,2025-10-01 15:27:25.805348,Sarah M.,Referral,New,39911,4,2025-10-05 15:27:25.805348,Accurate
Ld-2933,2025-10-01 15:27:25.805348,David L.,Webinar,New,34856,3,2025-10-04 15:27:25.805348,Accurate
Ld-4187,2025-10-01 15:27:25.805348,Sarah M.,Webinar,New,6875,4,2025-10-05 15:27:25.805348,Missing/Inaccurate
Ld-5423,2025-10-01 15:27:25.805348,Alex H.,Webinar,Closed Won,21322,3,2025-10-04 15:27:25.805348,Accurate
Ld-4559,2025-10-01 15:27:25.805348,James T.,Referral,Closed Won,23691,2,2025-10-03 15:27:25.805348,Accurate
Ld-5348,2025-10-01 15:27:25.805348,Emma W.,Trade Show,Closed Won,43506,3,2025-10-04 15:27:25.805348,Accurate
Ld-1629,2025-10-01 15:27:25.805348,Alex H.,Cold Call,Closed Won,26233,5,2025-10-06 15:27:25.805348,Accurate
Ld-4046,2025-10-01 15:27:25.805348,Emma W.,Referral,New,13259,2,2025-10-03 15:27:25.805348,Accurate
Ld-2660,2025-10-01 15:27:25.805348,James T.,Cold Call,Closed Lost,18261,2,2025-10-03 15:27:25.805348,Accurate
Ld-4815,2025-10-01 15:27:25.805348,James T.,Referral,Closed Won,31956,4,2025-10-05 15:27:25.805348,Accurate
Ld-2310,2025-10-01 15:27:25.805348,Sarah M.,Cold Call,New,29063,4,2025-10-05 15:27:25.805348,Accurate
Ld-1410,2025-10-02 15:27:25.805348,David L.,Website,New,22214,4,2025-10-06 15:27:25.805348,Missing/Inaccurate
Ld-2715,2025-10-02 15:27:25.805348,David L.,Cold Call,In Progress,14208,3,2025-10-05 15:27:25.805348,Accurate
Ld-4917,2025-10-02 15:27:25.805348,James T.,Trade Show,In Progress,35099,2,2025-10-04 15:27:25.805348,Accurate
